Ticker,timestamp,users_holding
RTX ,2020-04-03 13:09:11,0
RTX ,2020-04-03 13:40:13,0
RTX ,2020-04-03 14:40:08,716
RTX ,2020-04-03 15:40:08,1142
RTX ,2020-04-03 16:40:07,1481
RTX ,2020-04-03 17:40:08,1748
RTX ,2020-04-03 18:40:09,1934
RTX ,2020-04-03 19:40:06,2112
RTX ,2020-04-03 20:40:09,2323
RTX ,2020-04-03 21:40:07,2342
RTX ,2020-04-03 22:40:09,2373
RTX ,2020-04-03 23:40:08,2373
RTX ,2020-04-04 00:40:07,2373
RTX ,2020-04-04 01:40:09,2373
RTX ,2020-04-04 02:40:07,2373
RTX ,2020-04-04 03:40:08,2373
RTX ,2020-04-04 04:40:07,2373
RTX ,2020-04-04 05:40:06,2373
RTX ,2020-04-04 06:40:11,2373
RTX ,2020-04-04 07:40:09,2373
RTX ,2020-04-04 08:40:09,2373
RTX ,2020-04-04 09:40:07,2373
RTX ,2020-04-04 10:40:07,2373
RTX ,2020-04-04 11:40:08,2373
RTX ,2020-04-04 12:40:09,2373
RTX ,2020-04-04 13:40:08,2373
RTX ,2020-04-04 14:40:10,2373
RTX ,2020-04-04 15:40:08,2373
RTX ,2020-04-04 16:40:08,2373
RTX ,2020-04-04 17:40:07,2373
RTX ,2020-04-04 18:40:08,2373
RTX ,2020-04-04 19:40:10,2373
RTX ,2020-04-04 20:40:08,2373
RTX ,2020-04-04 21:40:07,2373
RTX ,2020-04-04 22:40:09,2373
RTX ,2020-04-04 23:40:09,2373
RTX ,2020-04-05 00:40:11,2373
RTX ,2020-04-05 01:40:07,2373
RTX ,2020-04-05 02:40:07,2373
RTX ,2020-04-05 03:40:07,2373
RTX ,2020-04-05 04:40:08,2373
RTX ,2020-04-05 05:40:09,2373
RTX ,2020-04-05 06:40:11,2373
RTX ,2020-04-05 07:40:09,2373
RTX ,2020-04-05 08:40:08,2373
RTX ,2020-04-05 09:40:07,2373
RTX ,2020-04-05 10:40:09,2373
RTX ,2020-04-05 11:40:07,2373
RTX ,2020-04-05 12:40:07,2373
RTX ,2020-04-05 13:40:08,2373
RTX ,2020-04-05 14:40:08,2373
RTX ,2020-04-05 15:40:09,2373
RTX ,2020-04-05 16:40:09,2373
RTX ,2020-04-05 17:40:07,2373
RTX ,2020-04-05 18:40:07,2373
RTX ,2020-04-05 19:40:07,2373
RTX ,2020-04-05 20:40:08,2373
RTX ,2020-04-05 21:40:08,2373
RTX ,2020-04-05 22:40:07,2373
RTX ,2020-04-05 23:40:07,2373
RTX ,2020-04-06 00:40:06,2373
RTX ,2020-04-06 01:40:08,2373
RTX ,2020-04-06 02:40:08,2373
RTX ,2020-04-06 03:40:08,2373
RTX ,2020-04-06 04:40:11,2373
RTX ,2020-04-06 05:40:08,2373
RTX ,2020-04-06 06:40:08,2373
RTX ,2020-04-06 07:40:09,2373
RTX ,2020-04-06 08:40:07,2373
RTX ,2020-04-06 09:40:10,2373
RTX ,2020-04-06 10:40:08,2373
RTX ,2020-04-06 11:40:07,2373
RTX ,2020-04-06 12:40:07,2373
RTX ,2020-04-06 13:40:09,2385
RTX ,2020-04-06 14:40:06,2920
RTX ,2020-04-06 15:40:07,3300
RTX ,2020-04-06 16:40:08,3599
RTX ,2020-04-06 17:40:07,3934
RTX ,2020-04-06 18:40:09,4223
RTX ,2020-04-06 19:40:07,4417
RTX ,2020-04-06 20:40:07,4561
RTX ,2020-04-06 21:40:07,4646
RTX ,2020-04-06 22:40:07,4677
RTX ,2020-04-06 23:40:07,4677
